Car,Datetime,Id,Capacity,Address,route_id,fill_level,latitudine,longitudine
SB-45-SOM,2024-10-15 03:31:07+00:00,O7HX,120L,"Piața Mare (), Sibiu, Romania",3,11%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:31:11+00:00,GFIUQ4,120L,"Strada Avram Iancu 1, Sibiu, Romania",3,18%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:33:37+00:00,GSIDPB,240L,"Piața Mare 16, Sibiu, Romania",3,100%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:34:28+00:00,EF55AH,1.100L,"Piața Mare 16, Sibiu, Romania",3,82%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:35:34+00:00,F4OF6F,240L,"Piața Mare 14, Sibiu, Romania",3,27%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:35:37+00:00,FHKIOX,240L,"Piața Mare 14, Sibiu, Romania",3,93%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:38:12+00:00,ALEZ,240L,"Strada G-ral Gheorghe Magheru 1, Sibiu, Romania",3,66%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:38:42+00:00,OREE,120L,"Strada G-ral Gheorghe Magheru 4, Sibiu, Romania",3,56%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:39:16+00:00,CKBYOO,120L,"Strada G-ral Gheorghe Magheru 2, Sibiu, Romania",3,11%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:39:19+00:00,W4NG,120L,"Piața Mare 10, Sibiu, Romania",3,47%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:40:31+00:00,R7EWOS,240L,"Piata mare 10, Sibiu, Romania",3,29%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:41:39+00:00,GWMTJB,240L,"piața mare 11, Sibiu, Romania",3,9%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:42:31+00:00,JEZC,120L,"Piața Mare 9 C, Sibiu, Romania",3,41%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:47:40+00:00,UUJUCY,1.100L,"Strada Arhivelor 1, Sibiu, Romania",3,37%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:48:20+00:00,YHGA,1.100L,"Strada Arhivelor 1, Sibiu, Romania",3,57%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:51:11+00:00,D4XT,240L,"Strada Nicolae Bălcescu 1, Sibiu, Romania",3,94%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:51:17+00:00,2GHMIL,240L,"Strada Nicolae Bălcescu 1, Sibiu, Romania",3,95%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:53:08+00:00,XMDUYK,120L,"Strada Nicolae Bălcescu 1, Sibiu, Romania",3,12%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:53:11+00:00,CPLKJX,120L,"Strada Nicolae Bălcescu 3, Sibiu, Romania",3,77%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:54:07+00:00,Z65N,120L,"Strada Nicolae Bălcescu 5, Sibiu, Romania",3,0%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:54:58+00:00,4UFQ,120L,"Strada Nicolae Bălcescu 7, Sibiu, Romania",3,18%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 03:55:43+00:00,J7WC7W,240L,"Strada Nicolae Bălcescu 9, Sibiu, Romania",3,90%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:01:18+00:00,AFXGZC,1.100L,"Strada Nicolae Bălcescu 6, Sibiu, Romania",3,51%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:03:15+00:00,5YJ5US,120L,"Strada Alexandru Papiu Ilarian 2, Sibiu, Romania",3,3%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:03:17+00:00,7Z5OJV,120L,"Strada Alexandru Papiu Ilarian 2, Sibiu, Romania",3,25%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:03:49+00:00,3BSO,120L,"Strada Nicolae Bălcescu 15, Sibiu, Romania",3,9%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:05:43+00:00,JOYK,240L,"Strada Nicolae Bălcescu 14, Sibiu, Romania",3,100%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:05:48+00:00,SRWL,120L,"Strada Nicolae Bălcescu 14, Sibiu, Romania",3,33%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:06:35+00:00,GP43,240L,"Strada Nicolae Bălcescu 17, Sibiu, Romania",3,66%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:08:22+00:00,Q7BX,120L,"Strada Nicolae Bălcescu 20, Sibiu, Romania",3,94%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:08:26+00:00,LLYONC,240L,"Strada Nicolae Bălcescu 20, Sibiu, Romania",3,35%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:12:51+00:00,4JT6V5,240L,"Strada Nicolae Bălcescu 33, Sibiu, Romania",3,55%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:13:18+00:00,ICJFIE,240L,"Strada Nicolae Bălcescu 28, Sibiu, Romania",3,67%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:15:36+00:00,AE5BTG,240L,"Strada Nicolae Bălcescu 39, Sibiu, Romania",3,75%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:17:49+00:00,HZCYJJ,240L,"Strada Nicolae Bălcescu 51, Sibiu, Romania",3,38%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:19:25+00:00,M2F7,120L,"Strada Nicolae Bălcescu 47 C, Sibiu, Romania",3,40%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:23:44+00:00,M3VLEF,240L,"Piața Unirii 10, Sibiu, Romania",3,90%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:23:47+00:00,ZQZCLD,240L,"Piața Unirii 10, Sibiu, Romania",3,88%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:24:11+00:00,EWSTO2,240L,"Strada Andrei Șaguna 4, Sibiu, Romania",3,56%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:24:26+00:00,STNZIZ,240L,"Strada Andrei Șaguna 4, Sibiu, Romania",3,42%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:25:50+00:00,ZW62PU,240L,"Strada Andrei Șaguna 4, Sibiu, Romania",3,50%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:28:38+00:00,V4LT5O,120L,"Strada Andrei Șaguna 5, Sibiu, Romania",3,8%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:28:41+00:00,TUOP4X,120L,"Strada Andrei Șaguna 5, Sibiu, Romania",3,70%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:29:45+00:00,X2LIGZ,240L,"Strada Andrei Șaguna 7, Sibiu, Romania",3,57%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:29:47+00:00,MQP7,120L,"Strada Andrei Șaguna 7, Sibiu, Romania",3,60%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:30:43+00:00,OLSL,120L,"Strada Andrei Șaguna 9 A, Sibiu, Romania",3,97%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:30:47+00:00,TNGM,120L,"Strada Andrei Șaguna 9, Sibiu, Romania",3,93%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:31:05+00:00,XG6O,120L,"Strada Andrei Șaguna 8, Sibiu, Romania",3,51%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:32:20+00:00,ZKJCGY,120L,"Strada Andrei Șaguna 17, Sibiu, Romania",3,65%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:33:27+00:00,ZC27JX,240L,"Strada Andrei Șaguna 21, Sibiu, Romania",3,2%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:34:59+00:00,U656,120L,"Strada Andrei Șaguna 23, Sibiu, Romania",3,22%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:49:26+00:00,E65XU2,240L,"Strada Pacii 12, Sibiu, Romania",3,3%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:51:23+00:00,MCUN5O,120L,"Strada Vasile Aaron 33, Sibiu, Romania",3,93%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:52:12+00:00,NKXK3O,1.100L,"Strada Iezer 14, Sibiu, Romania",3,82%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:52:32+00:00,DSGBQY,120L,"Strada Vasile Aaron 29, Sibiu, Romania",3,16%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:54:54+00:00,LOCZQ2,240L,"Strada Vasile Aaron 18, Sibiu, Romania",3,93%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:55:34+00:00,LOCZQ2,240L,"Strada Vasile Aaron 18, Sibiu, Romania",3,57%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:55:42+00:00,3WEG,120L,"Strada Vasile Aaron 27, Sibiu, Romania",3,11%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:56:24+00:00,CZBI,120L,"Strada Giuseppe Garibaldi 16, Sibiu, Romania",3,24%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:57:13+00:00,2JRZ,120L,"Strada Vasile Aaron 26, Sibiu, Romania",3,71%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 04:59:34+00:00,CEAV,120L,"Strada Șoimului 3, Sibiu, Romania",3,66%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:03:59+00:00,R3HR,120L,"Strada Vasile Aaron 13 A, Sibiu, Romania",3,34%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:04:27+00:00,EC56ZN,120L,"Strada Vasile Aaron 11, Sibiu, Romania",3,67%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:05:04+00:00,5GTH,120L,"Strada Vasile Aaron 9, Sibiu, Romania",3,75%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:05:06+00:00,XQZ5,120L,"Strada Vasile Aaron 9, Sibiu, Romania",3,87%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:05:47+00:00,YL4U,120L,"Strada Vasile Aaron 7, Sibiu, Romania",3,89%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:06:07+00:00,QRBP,120L,"Strada Vasile Aaron 6, Sibiu, Romania",3,79%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:06:43+00:00,SQT33G,120L,"Strada Vasile Aaron 5, Sibiu, Romania",3,81%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:06:46+00:00,RPN47O,240L,"Strada Vasile Aaron 5, Sibiu, Romania",3,55%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:07:33+00:00,ZKSMUP,120L,"Strada Vasile Aaron 2, Sibiu, Romania",3,26%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:07:36+00:00,P7IQ,120L,"Strada Vasile Aaron 4, Sibiu, Romania",3,28%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:08:16+00:00,XDM2,120L,"Strada Ștefan cel Mare 192, Sibiu, Romania",3,84%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:08:26+00:00,TPCE6T,120L,"Strada Vasile Aaron 1, Sibiu, Romania",3,57%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:08:29+00:00,Q7U2GS,120L,"Bulevardul G-ral Vasile Milea 35, Sibiu, Romania",3,17%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:18:42+00:00,XYLCCQ,1.100L,"Strada Fabricii 8, Sibiu, Romania",3,47%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:19:24+00:00,RVTUKK,1.100L,"Strada Fabricii 8, Sibiu, Romania",3,88%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:19:54+00:00,C6ZHR2,1.100L,"Strada Fabricii 8, Sibiu, Romania",3,33%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:22:43+00:00,NCOS,1.100L,"Strada Serbota 23, Sibiu, Romania",3,76%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:27:47+00:00,E6PUYX,1.100L,"Piața 1 Decembrie 1918 1, Sibiu, Romania",3,96%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:30:31+00:00,WOQ7CW,1.100L,"Strada Uzinei 3, Sibiu, Romania",3,87%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:30:34+00:00,WOQ7CW,1.100L,"Strada Uzinei 3, Sibiu, Romania",3,91%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:32:15+00:00,OVU6LL,1.100L,"Strada Uzinei 9, Sibiu, Romania",3,80%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:44:35+00:00,KXCA,120L,"Strada G-ral Gheorghe Magheru 55, Sibiu, Romania",3,6%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:47:55+00:00,NS6CBI,1.100L,"Strada Constituției BLOCURI 9 MAI, Sibiu, Romania",3,55%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:51:11+00:00,JVLS,1.100L,"Strada Autogarii 5, Sibiu, Romania",3,26%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:52:52+00:00,5OAGB7,1.100L,"Strada Regele Ferdinand 6, Sibiu, Romania",3,93%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:53:16+00:00,MKURSO,1.100L,"Strada Regele Ferdinand 6, Sibiu, Romania",3,16%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:56:19+00:00,XOXCRA,1.100L,"Strada Abatorului 2, Sibiu, Romania",3,38%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:57:43+00:00,2SSUON,1.100L,"Strada Abatorului 4, Sibiu, Romania",3,20%,45.7828241,24.1680621
SB-45-SOM,2024-10-15 05:58:02+00:00,WDMXDG,1.100L,"Strada Abatorului 4, Sibiu, Romania",3,12%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:15:25+00:00,DXZE,120L,"Strada Vartopu 1, Sibiu, Romania",3,56%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:16:24+00:00,PHLC,120L,"Strada Constantin Noica 12, Sibiu, Romania",3,95%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:18:22+00:00,QMRW,240L,"Strada Constantin Noica 20 A, Sibiu, Romania",3,35%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:19:17+00:00,FU57,120L,"Strada Constantin Noica 23, Sibiu, Romania",3,12%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:19:33+00:00,7VIZ,120L,"Strada Constantin Noica 18, Sibiu, Romania",3,9%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:19:58+00:00,D7IW,120L,"Strada Constantin Noica 16, Sibiu, Romania",3,16%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:20:02+00:00,HV4N,120L,"Strada Constantin Noica 16, Sibiu, Romania",3,73%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:21:39+00:00,EELK,240L,"Strada Constantin Noica 20, Sibiu, Romania",3,98%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:22:17+00:00,X6RI,240L,"Strada Constantin Noica 20, Sibiu, Romania",3,70%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:23:15+00:00,VQ2Y,240L,"Strada Constantin Noica 20, Sibiu, Romania",3,41%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:23:44+00:00,Q3R2,120L,"Strada Constantin Noica 25, Sibiu, Romania",3,73%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:23:49+00:00,GLL3,120L,"Strada Constantin Noica 25, Sibiu, Romania",3,13%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:25:06+00:00,DQ7X,120L,"Strada Constantin Noica 22 A, Sibiu, Romania",3,32%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:25:27+00:00,KZ5DQA,120L,"Strada Constantin Noica 25 A, Sibiu, Romania",3,20%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:25:30+00:00,E5JX,120L,"Strada Constantin Noica 29, Sibiu, Romania",3,79%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:26:35+00:00,FZFR2E,120L,"Strada Constantin Noica 26, Sibiu, Romania",3,29%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:27:27+00:00,DFFQ,120L,"Strada Constantin Noica 33 A, Sibiu, Romania",3,29%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:27:53+00:00,XSDX,120L,"Strada Constantin Noica 33, Sibiu, Romania",3,2%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:28:03+00:00,DDMJ,120L,"Strada Constantin Noica 33 C, Sibiu, Romania",3,20%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:29:51+00:00,KOT4,120L,"Strada Constantin Noica 33 C, Sibiu, Romania",3,82%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:29:54+00:00,MG73,120L,"Strada Constantin Noica 37, Sibiu, Romania",3,60%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:30:25+00:00,GCGR,120L,"Strada Constantin Noica 39, Sibiu, Romania",3,76%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:31:14+00:00,D4FX,120L,"Strada Constantin Noica 43, Sibiu, Romania",3,65%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:31:46+00:00,V7GD,120L,"Strada Constantin Noica 36, Sibiu, Romania",3,62%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:32:22+00:00,LTYP,120L,"Strada Constantin Noica 43 A, Sibiu, Romania",3,16%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:32:24+00:00,EJU3,120L,"Strada Constantin Noica 45, Sibiu, Romania",3,94%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:33:09+00:00,VT3W,120L,"Strada Constantin Noica 47, Sibiu, Romania",3,22%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:33:24+00:00,T7XK,120L,"Strada Constantin Noica 42, Sibiu, Romania",3,60%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:34:12+00:00,NAV7,120L,"Strada Constantin Noica 44 A, Sibiu, Romania",3,91%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:34:14+00:00,LSZK,120L,"Strada Constantin Noica 44, Sibiu, Romania",3,99%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:34:37+00:00,ZCAOHD,120L,"Strada Revoluției 1, Sibiu, Romania",3,96%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:35:54+00:00,3ROR,120L,"Strada Constantin Noica 53, Sibiu, Romania",3,68%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:36:36+00:00,GGJR,120L,"Strada Constantin Noica 48, Sibiu, Romania",3,52%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:37:24+00:00,DHVY,120L,"Strada Berăriei 13, Sibiu, Romania",3,95%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:38:16+00:00,Z3Q6ZS,120L,"Strada Dobrun 10, Sibiu, Romania",3,62%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:38:47+00:00,L7HU,120L,"Strada Revoluției 5, Sibiu, Romania",3,89%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:39:50+00:00,I5QG,120L,"Strada Dobrun 8 A, Sibiu, Romania",3,17%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:40:22+00:00,FUQBCW,120L,"Strada Dobrun 4, Sibiu, Romania",3,17%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:41:01+00:00,D3OBAA,240L,"Strada Constantin Noica 60, Sibiu, Romania",3,50%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:43:54+00:00,GPBCWR,120L,"Strada Piața Unirii 4, Sibiu, Romania",3,22%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:44:04+00:00,3V624D,120L,"Strada Piața Unirii 4, Sibiu, Romania",3,54%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:52:10+00:00,UYY7,120L,"Strada Constantin Noica 54, Sibiu, Romania",3,26%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:52:15+00:00,XSW3,120L,"Strada Constantin Noica 54, Sibiu, Romania",3,8%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:52:27+00:00,KPWA,120L,"Strada Constantin Noica 54, Sibiu, Romania",3,0%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:52:32+00:00,FA6J,120L,"Strada Constantin Noica 54, Sibiu, Romania",3,89%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:53:13+00:00,GLGN,120L,"Strada Constantin Noica 48, Sibiu, Romania",3,14%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:54:40+00:00,QQAP,120L,"Strada Ștefan cel Mare 3, Sibiu, Romania",3,4%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:54:47+00:00,G7FJ,120L,"Strada Ștefan cel Mare 3 B, Sibiu, Romania",3,71%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:55:31+00:00,N67S,120L,"Strada Ștefan cel Mare 7, Sibiu, Romania",3,95%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:55:32+00:00,G5QV,120L,"Strada Ștefan cel Mare 7 A, Sibiu, Romania",3,89%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:55:49+00:00,G3LE,120L,"Strada Ștefan cel Mare 7 C, Sibiu, Romania",3,70%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:55:54+00:00,G2YI,120L,"Strada Ștefan cel Mare 7 D, Sibiu, Romania",3,72%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:56:09+00:00,G2MC,120L,"Strada Ștefan cel Mare 7 E, Sibiu, Romania",3,81%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:56:51+00:00,6W7P,120L,"Strada Ștefan cel Mare 11, Sibiu, Romania",3,52%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:57:30+00:00,FYQD,120L,"Strada Ștefan cel Mare 13 A, Sibiu, Romania",3,36%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:57:32+00:00,5X5M,120L,"Strada Ștefan cel Mare 15, Sibiu, Romania",3,5%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:57:46+00:00,65WS,120L,"Strada Ștefan cel Mare 15, Sibiu, Romania",3,48%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:58:17+00:00,5ZYU,120L,"Strada Ștefan cel Mare 15, Sibiu, Romania",3,60%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:58:30+00:00,FXZW,120L,"Strada Ștefan cel Mare 17 A, Sibiu, Romania",3,54%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:58:58+00:00,FWEG,120L,"Strada Ștefan cel Mare 17 C, Sibiu, Romania",3,73%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 08:58:59+00:00,FYNH,120L,"Strada Ștefan cel Mare 17 B, Sibiu, Romania",3,26%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 09:00:23+00:00,CCPU,120L,"Strada Ștefan cel Mare 21, Sibiu, Romania",3,98%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 09:00:52+00:00,FRNB,120L,"Strada Ștefan cel Mare 25 B, Sibiu, Romania",3,4%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 09:00:56+00:00,FT7Y,120L,"Strada Ștefan cel Mare 25 A, Sibiu, Romania",3,48%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 09:01:31+00:00,AW4G,120L,"Strada Ștefan cel Mare 23, Sibiu, Romania",3,55%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 09:01:34+00:00,NZQI,120L,"Strada Ștefan cel Mare 25, Sibiu, Romania",3,55%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 09:02:31+00:00,CKFH5G,120L,"Strada Ștefan cel Mare 25, Sibiu, Romania",3,49%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 09:02:33+00:00,TEIH26,120L,"Strada Ștefan cel Mare 25, Sibiu, Romania",3,40%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 09:03:00+00:00,FPAB,120L,"Strada Ștefan cel Mare 27 A, Sibiu, Romania",3,44%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 09:03:29+00:00,AFPX,120L,"Strada Ștefan cel Mare 4, Sibiu, Romania",3,45%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 09:03:31+00:00,FOII,120L,"Strada Ștefan cel Mare 4 A, Sibiu, Romania",3,43%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 09:59:19+00:00,35GWZ3,120L,"Strada Ștefan cel Mare FN, Sibiu, Romania",3,74%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 10:02:35+00:00,3JPC,120L,"Strada Ștefan cel Mare 166, Sibiu, Romania",3,77%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 10:02:38+00:00,JMFE,120L,"Strada Ștefan cel Mare 166, Sibiu, Romania",3,89%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 10:03:13+00:00,INLF2G,240L,"Strada Ștefan cel Mare 166, Sibiu, Romania",3,24%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 10:04:04+00:00,H2TG,120L,"Strada Ștefan cel Mare 166, Sibiu, Romania",3,9%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 10:04:31+00:00,6ZAW,120L,"Strada Ștefan cel Mare 166, Sibiu, Romania",3,73%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 10:15:02+00:00,4QKUNQ,240L,"Strada Ștefan cel Mare 197, Sibiu, Romania",3,70%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 10:18:18+00:00,EKDT,120L,"Strada Ștefan cel Mare FARA NR, Sibiu, Romania",3,2%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 10:27:13+00:00,IAUD,120L,"Strada Ștefan cel Mare 197 A, Sibiu, Romania",3,11%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 10:43:55+00:00,R4WTEU,120L,"Strada Ștefan cel Mare 152, Sibiu, Romania",3,67%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 10:54:12+00:00,NMLTD3,120L,"Strada Ștefan cel Mare 30, Sibiu, Romania",3,82%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:03:54+00:00,G5FQOZ,120L,"Strada Ștefan cel Mare 154, Sibiu, Romania",3,57%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:07:51+00:00,5WP3P7,120L,"Strada Ștefan cel Mare 154, Sibiu, Romania",3,20%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:09:33+00:00,TSPC,120L,"Strada Ștefan cel Mare 154, Sibiu, Romania",3,69%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:14:18+00:00,7KPVEF,1.100L,"Strada Ștefan cel Mare 156 A, Sibiu, Romania",3,79%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:15:30+00:00,2XBH6X,1.100L,"Strada Ștefan cel Mare 156 A, Sibiu, Romania",3,70%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:16:21+00:00,KAN4FM,1.100L,"Strada Ștefan cel Mare 156 A, Sibiu, Romania",3,7%,45.7828241,24.1680621
SB-30-SOM,2024-10-15 11:17:48+00:00,SUQIZF,1.100L,"Strada Ștefan cel Mare 156 A, Sibiu, Romania",3,75%,45.7828241,24.1680621
